StartDateTime,EndDateTime,StartPrice,EndPrice,TotalUpVolume,TotalDownVolume,TotalVolume,Color
08/13/2024 11:09:50,08/13/2024 11:10:10,18950,18945,145,268,413,R
08/13/2024 11:10:10,08/13/2024 11:12:00,18945,18955,684,653,1337,G
08/13/2024 11:12:00,08/13/2024 11:14:15,18955,18960,715,678,1393,G
08/13/2024 11:14:15,08/13/2024 11:21:30,18960,18965,2247,2205,4452,G
08/13/2024 11:21:30,08/13/2024 11:23:50,18965,18970,978,838,1816,G
08/13/2024 11:23:50,08/13/2024 11:26:40,18970,18960,951,1143,2094,R
08/13/2024 11:26:40,08/13/2024 11:28:10,18960,18970,894,767,1661,G
08/13/2024 11:28:10,08/13/2024 11:32:00,18970,18960,1871,2035,3906,R
08/13/2024 11:32:00,08/13/2024 11:34:35,18960,18970,734,663,1397,G
08/13/2024 11:34:35,08/13/2024 11:36:15,18970,18975,594,441,1035,G
08/13/2024 11:36:15,08/13/2024 11:37:10,18975,18965,390,457,847,R
08/13/2024 11:37:10,08/13/2024 11:38:30,18965,18975,473,362,835,G
08/13/2024 11:38:30,08/13/2024 11:40:15,18975,18980,726,520,1246,G
08/13/2024 11:40:15,08/13/2024 11:40:40,18980,18985,478,229,707,G
08/13/2024 11:40:40,08/13/2024 11:44:15,18985,18975,1173,1270,2443,R
08/13/2024 11:44:15,08/13/2024 11:45:35,18975,18970,549,706,1255,R
08/13/2024 11:45:35,08/13/2024 11:45:45,18970,18965,76,108,184,R
08/13/2024 11:45:45,08/13/2024 11:46:40,18965,18975,452,287,739,G
08/13/2024 11:46:40,08/13/2024 11:47:10,18975,18980,223,142,365,G
08/13/2024 11:47:10,08/13/2024 11:50:40,18980,18985,1195,1158,2353,G
08/13/2024 11:50:40,08/13/2024 11:51:00,18985,18990,291,105,396,G
08/13/2024 11:51:00,08/13/2024 11:51:55,18990,18980,277,463,740,R
08/13/2024 11:51:55,08/13/2024 11:54:55,18980,18990,988,896,1884,G
08/13/2024 11:54:55,08/13/2024 11:56:35,18990,18995,738,603,1341,G
08/13/2024 11:56:35,08/13/2024 11:58:05,18995,18985,507,649,1156,R
08/13/2024 11:58:05,08/13/2024 11:59:55,18985,18980,557,627,1184,R
08/13/2024 11:59:55,08/13/2024 12:00:20,18980,18975,205,236,441,R
08/13/2024 12:00:20,08/13/2024 12:00:35,18975,18970,207,328,535,R
08/13/2024 12:00:35,08/13/2024 12:03:05,18970,18980,1201,1036,2237,G
08/13/2024 12:03:05,08/13/2024 12:03:45,18980,18985,454,293,747,G
08/13/2024 12:03:45,08/13/2024 12:08:40,18985,18990,1912,1564,3476,G
08/13/2024 12:08:40,08/13/2024 12:09:05,18990,18995,229,181,410,G
08/13/2024 12:09:05,08/13/2024 12:16:45,18995,19000,2486,2351,4837,G
08/13/2024 12:16:45,08/13/2024 12:17:10,19000,19005,360,204,564,G
08/13/2024 12:17:10,08/13/2024 12:19:30,19005,19010,1019,883,1902,G
08/13/2024 12:19:30,08/13/2024 12:21:05,19010,19015,840,814,1654,G
08/13/2024 12:21:05,08/13/2024 12:21:30,19015,19020,654,339,993,G
08/13/2024 12:21:30,08/13/2024 12:23:20,19020,19025,957,880,1837,G
08/13/2024 12:23:20,08/13/2024 12:24:20,19025,19015,366,493,859,R
08/13/2024 12:24:20,08/13/2024 12:29:00,19015,19010,1453,1930,3383,R
08/13/2024 12:29:00,08/13/2024 12:29:05,19010,19005,119,259,378,R
08/13/2024 12:29:05,08/13/2024 12:30:35,19005,19000,944,869,1813,R
08/13/2024 12:30:35,08/13/2024 12:34:10,19000,19010,1419,1169,2588,G
08/13/2024 12:34:10,08/13/2024 12:35:50,19010,19000,533,859,1392,R
08/13/2024 12:35:50,08/13/2024 12:38:10,19000,19010,685,518,1203,G
08/13/2024 12:38:10,08/13/2024 12:39:10,19010,19015,374,232,606,G
08/13/2024 12:39:10,08/13/2024 12:40:40,19015,19020,362,271,633,G
08/13/2024 12:40:40,08/13/2024 12:42:25,19020,19025,888,763,1651,G
08/13/2024 12:42:25,08/13/2024 12:42:50,19025,19030,445,283,728,G
08/13/2024 12:42:50,08/13/2024 12:46:50,19030,19035,1930,1879,3809,G
08/13/2024 12:46:50,08/13/2024 12:47:45,19035,19040,542,513,1055,G
08/13/2024 12:47:45,08/13/2024 12:48:45,19040,19045,826,642,1468,G
08/13/2024 12:48:45,08/13/2024 12:49:25,19045,19050,580,321,901,G
08/13/2024 12:49:25,08/13/2024 12:50:20,19050,19055,630,619,1249,G
08/13/2024 12:50:20,08/13/2024 12:50:30,19055,19060,241,118,359,G
08/13/2024 12:50:30,08/13/2024 12:51:15,19060,19065,638,567,1205,G
08/13/2024 12:51:15,08/13/2024 12:57:55,19065,19070,2524,2482,5006,G
08/13/2024 12:57:55,08/13/2024 13:01:25,19070,19075,1384,1454,2838,G
08/13/2024 13:01:25,08/13/2024 13:04:00,19075,19065,944,1200,2144,R
08/13/2024 13:04:00,08/13/2024 13:08:20,19065,19075,1721,1615,3336,G
08/13/2024 13:08:20,08/13/2024 13:08:40,19075,19080,217,151,368,G
08/13/2024 13:08:40,08/13/2024 13:14:50,19080,19085,1721,1808,3529,G
08/13/2024 13:14:50,08/13/2024 13:16:30,19085,19075,528,689,1217,R
08/13/2024 13:16:30,08/13/2024 13:24:05,19075,19070,1766,2153,3919,R
08/13/2024 13:24:05,08/13/2024 13:26:40,19070,19065,761,836,1597,R
08/13/2024 13:26:40,08/13/2024 13:27:30,19065,19060,250,413,663,R
08/13/2024 13:27:30,08/13/2024 13:29:10,19060,19070,591,404,995,G
08/13/2024 13:29:10,08/13/2024 13:30:25,19070,19075,362,278,640,G
08/13/2024 13:30:25,08/13/2024 13:32:05,19075,19080,705,490,1195,G
08/13/2024 13:32:05,08/13/2024 13:32:55,19080,19070,386,614,1000,R
08/13/2024 13:32:55,08/13/2024 13:33:25,19070,19065,156,247,403,R
08/13/2024 13:33:25,08/13/2024 13:34:20,19065,19060,387,474,861,R
08/13/2024 13:34:20,08/13/2024 13:34:40,19060,19055,97,298,395,R
08/13/2024 13:34:40,08/13/2024 13:36:00,19055,19065,544,462,1006,G
08/13/2024 13:36:00,08/13/2024 13:40:40,19065,19070,1246,961,2207,G
08/13/2024 13:40:40,08/13/2024 13:43:35,19070,19075,734,598,1332,G
08/13/2024 13:43:35,08/13/2024 13:46:25,19075,19065,809,1710,2519,R
08/13/2024 13:46:25,08/13/2024 13:46:25,19065,19060,0,0,0,R
08/13/2024 13:46:25,08/13/2024 13:46:25,19060,19055,0,0,0,R
08/13/2024 13:46:25,08/13/2024 13:46:25,19055,19050,0,0,0,R
08/13/2024 13:46:25,08/13/2024 13:46:30,19050,19045,441,531,972,R
08/13/2024 13:46:30,08/13/2024 13:46:30,19045,19040,0,0,0,R
08/13/2024 13:46:30,08/13/2024 13:46:35,19040,19035,150,161,311,R
08/13/2024 13:46:35,08/13/2024 13:46:40,19035,19030,278,564,842,R
08/13/2024 13:46:40,08/13/2024 13:46:40,19030,19025,0,0,0,R
08/13/2024 13:46:40,08/13/2024 13:46:40,19025,19020,0,0,0,R
08/13/2024 13:46:40,08/13/2024 13:46:40,19020,19015,0,0,0,R
08/13/2024 13:46:40,08/13/2024 13:46:40,19015,19010,0,0,0,R
08/13/2024 13:46:40,08/13/2024 13:46:45,19010,19020,329,130,459,G
08/13/2024 13:46:45,08/13/2024 13:46:50,19020,19025,181,212,393,G
08/13/2024 13:46:50,08/13/2024 13:47:05,19025,19015,294,407,701,R
08/13/2024 13:47:05,08/13/2024 13:47:20,19015,19025,366,194,560,G
08/13/2024 13:47:20,08/13/2024 13:47:30,19025,19030,67,93,160,G
08/13/2024 13:47:30,08/13/2024 13:48:20,19030,19035,533,377,910,G
08/13/2024 13:48:20,08/13/2024 13:49:00,19035,19040,210,154,364,G
08/13/2024 13:49:00,08/13/2024 13:50:40,19040,19030,698,896,1594,R
08/13/2024 13:50:40,08/13/2024 13:51:50,19030,19040,543,499,1042,G
08/13/2024 13:51:50,08/13/2024 13:54:25,19040,19045,973,781,1754,G
08/13/2024 13:54:25,08/13/2024 13:55:05,19045,19050,360,224,584,G
08/13/2024 13:55:05,08/13/2024 13:55:20,19050,19055,219,98,317,G
08/13/2024 13:55:20,08/13/2024 13:56:05,19055,19060,370,268,638,G
08/13/2024 13:56:05,08/13/2024 14:00:35,19060,19050,907,1275,2182,R
08/13/2024 14:00:35,08/13/2024 14:01:10,19050,19060,217,117,334,G
08/13/2024 14:01:10,08/13/2024 14:02:10,19060,19050,198,326,524,R
08/13/2024 14:02:10,08/13/2024 14:06:15,19050,19060,938,797,1735,G
08/13/2024 14:06:15,08/13/2024 14:06:35,19060,19065,223,153,376,G
08/13/2024 14:06:35,08/13/2024 14:12:20,19065,19070,1093,1026,2119,G
08/13/2024 14:12:20,08/13/2024 14:17:15,19070,19060,1290,1330,2620,R
08/13/2024 14:17:15,08/13/2024 14:17:30,19060,19055,96,220,316,R
08/13/2024 14:17:30,08/13/2024 14:17:35,19055,19050,59,157,216,R
08/13/2024 14:17:35,08/13/2024 14:17:50,19050,19045,229,322,551,R
08/13/2024 14:17:50,08/13/2024 14:18:25,19045,19040,259,365,624,R
08/13/2024 14:18:25,08/13/2024 14:20:10,19040,19050,552,433,985,G
08/13/2024 14:20:10,08/13/2024 14:20:25,19050,19055,169,78,247,G
08/13/2024 14:20:25,08/13/2024 14:20:40,19055,19060,122,69,191,G
08/13/2024 14:20:40,08/13/2024 14:23:40,19060,19065,525,577,1102,G
08/13/2024 14:23:40,08/13/2024 14:29:00,19065,19070,874,972,1846,G
08/13/2024 14:29:00,08/13/2024 14:35:20,19070,19075,1748,1451,3199,G
08/13/2024 14:35:20,08/13/2024 14:35:25,19075,19080,106,54,160,G
08/13/2024 14:35:25,08/13/2024 14:41:25,19080,19070,1684,2020,3704,R
08/13/2024 14:41:25,08/13/2024 14:50:45,19070,19080,1959,1866,3825,G
08/13/2024 14:50:45,08/13/2024 14:51:55,19080,19070,546,861,1407,R
08/13/2024 14:51:55,08/13/2024 14:54:10,19070,19080,618,536,1154,G
08/13/2024 14:54:10,08/13/2024 15:04:40,19080,19070,2234,2432,4666,R
08/13/2024 15:04:40,08/13/2024 15:05:05,19070,19065,170,325,495,R
08/13/2024 15:05:05,08/13/2024 15:05:10,19065,19060,102,124,226,R
08/13/2024 15:05:10,08/13/2024 15:05:30,19060,19055,223,353,576,R
08/13/2024 15:05:30,08/13/2024 15:05:30,19055,19050,0,0,0,R
08/13/2024 15:05:30,08/13/2024 15:07:05,19050,19060,752,587,1339,G
08/13/2024 15:07:05,08/13/2024 15:17:35,19060,19050,3000,3075,6075,R
08/13/2024 15:17:35,08/13/2024 15:17:40,19050,19045,44,102,146,R
08/13/2024 15:17:40,08/13/2024 15:19:15,19045,19040,578,672,1250,R
08/13/2024 15:19:15,08/13/2024 15:21:20,19040,19035,973,1192,2165,R
08/13/2024 15:21:20,08/13/2024 15:22:40,19035,19045,627,406,1033,G
08/13/2024 15:22:40,08/13/2024 15:23:00,19045,19050,175,85,260,G
08/13/2024 15:23:00,08/13/2024 15:23:20,19050,19055,252,159,411,G
08/13/2024 15:23:20,08/13/2024 15:23:35,19055,19060,281,130,411,G
08/13/2024 15:23:35,08/13/2024 15:24:40,19060,19065,824,605,1429,G
08/13/2024 15:24:40,08/13/2024 15:26:20,19065,19055,507,726,1233,R
08/13/2024 15:26:20,08/13/2024 15:30:20,19055,19065,971,859,1830,G
08/13/2024 15:30:20,08/13/2024 15:31:15,19065,19070,389,289,678,G
08/13/2024 15:31:15,08/13/2024 15:38:40,19070,19060,1563,1682,3245,R
08/13/2024 15:38:40,08/13/2024 15:38:55,19060,19055,105,219,324,R
08/13/2024 15:38:55,08/13/2024 15:40:50,19055,19065,686,617,1303,G
08/13/2024 15:40:50,08/13/2024 15:42:10,19065,19070,378,266,644,G
08/13/2024 15:42:10,08/13/2024 15:44:10,19070,19075,553,405,958,G
08/13/2024 15:44:10,08/13/2024 15:45:50,19075,19080,562,518,1080,G
08/13/2024 15:45:50,08/13/2024 15:48:35,19080,19085,2102,1379,3481,G
08/13/2024 15:48:35,08/13/2024 15:48:35,19085,19090,0,0,0,G
08/13/2024 15:48:35,08/13/2024 15:49:30,19090,19095,493,499,992,G
08/13/2024 15:49:30,08/13/2024 15:49:35,19095,19100,289,149,438,G
08/13/2024 15:49:35,08/13/2024 15:49:35,19100,19105,0,0,0,G
08/13/2024 15:49:35,08/13/2024 15:50:50,19105,19095,1163,1513,2676,R
08/13/2024 15:50:50,08/13/2024 15:50:55,19095,19090,120,136,256,R
08/13/2024 15:50:55,08/13/2024 15:51:05,19090,19085,146,238,384,R
08/13/2024 15:51:05,08/13/2024 15:51:05,19085,19080,0,0,0,R
08/13/2024 15:51:05,08/13/2024 15:51:25,19080,19090,439,424,863,G
08/13/2024 15:51:25,08/13/2024 15:51:50,19090,19095,254,224,478,G
08/13/2024 15:51:50,08/13/2024 15:52:05,19095,19100,229,202,431,G
08/13/2024 15:52:05,08/13/2024 15:52:25,19100,19090,162,282,444,R
08/13/2024 15:52:25,08/13/2024 15:53:05,19090,19085,240,357,597,R
08/13/2024 15:53:05,08/13/2024 15:53:15,19085,19080,82,161,243,R
08/13/2024 15:53:15,08/13/2024 15:54:05,19080,19075,449,423,872,R
08/13/2024 15:54:05,08/13/2024 15:55:15,19075,19070,1550,1785,3335,R
08/13/2024 15:55:15,08/13/2024 15:55:25,19070,19080,285,170,455,G
08/13/2024 15:55:25,08/13/2024 15:55:55,19080,19085,484,340,824,G
08/13/2024 15:55:55,08/13/2024 15:56:45,19085,19090,622,480,1102,G
08/13/2024 15:56:45,08/13/2024 15:58:30,19090,19095,1615,1811,3426,G
08/13/2024 15:58:30,08/13/2024 15:58:45,19095,19100,365,269,634,G
08/13/2024 15:58:45,08/13/2024 15:59:10,19100,19105,643,579,1222,G
08/13/2024 15:59:10,08/13/2024 15:59:30,19105,19110,760,742,1502,G
08/13/2024 15:59:30,08/13/2024 16:00:05,19110,19100,3485,4011,7496,R
08/13/2024 16:00:05,08/13/2024 16:00:05,19100,19095,0,0,0,R
08/13/2024 16:00:05,08/13/2024 16:00:55,19095,19090,918,1110,2028,R
08/13/2024 16:00:55,08/13/2024 16:01:20,19090,19085,353,379,732,R
08/13/2024 16:01:20,08/13/2024 16:03:40,19085,19095,992,1074,2066,G
08/13/2024 16:03:40,08/13/2024 16:04:05,19095,19100,357,158,515,G
08/13/2024 16:04:05,08/13/2024 16:04:30,19100,19105,197,115,312,G
08/13/2024 16:04:30,08/13/2024 16:05:15,19105,19110,419,269,688,G
08/13/2024 16:05:15,08/13/2024 16:05:20,19110,19115,114,29,143,G
08/13/2024 16:05:20,08/13/2024 16:07:15,19115,19120,856,645,1501,G
08/13/2024 16:07:15,08/13/2024 16:15:40,19120,19110,1198,1588,2786,R
08/13/2024 16:15:40,08/13/2024 16:28:35,19110,19105,815,1167,1982,R
08/13/2024 16:28:35,08/13/2024 16:28:35,19105,19100,0,0,0,R
08/13/2024 16:28:35,08/13/2024 16:28:40,19100,19095,46,85,131,R
08/13/2024 16:28:40,08/13/2024 16:29:00,19095,19105,121,92,213,G
08/13/2024 16:29:00,08/13/2024 16:29:20,19105,19095,91,221,312,R
08/13/2024 16:29:20,08/13/2024 16:30:10,19095,19090,113,219,332,R
08/13/2024 16:30:10,08/13/2024 16:32:30,19090,19100,233,225,458,G
08/13/2024 16:32:30,08/13/2024 16:37:10,19100,19090,372,386,758,R
08/13/2024 16:37:10,08/13/2024 16:45:25,19090,19085,381,517,898,R
08/13/2024 16:45:25,08/13/2024 16:57:25,19085,19095,498,408,906,G
08/13/2024 16:57:25,08/13/2024 16:59:25,19095,19100,130,61,191,G
08/13/2024 16:59:25,08/13/2024 18:00:05,19100,19105,179,95,274,G
08/13/2024 18:00:05,08/13/2024 18:00:05,19105,19110,0,0,0,G
08/13/2024 18:00:05,08/13/2024 18:01:00,19110,19115,103,79,182,G
08/13/2024 18:01:00,08/13/2024 18:02:50,19115,19120,230,203,433,G
08/13/2024 18:02:50,08/13/2024 18:17:55,19120,19110,398,503,901,R
08/13/2024 18:17:55,08/13/2024 18:18:20,19110,19105,36,86,122,R
08/13/2024 18:18:20,08/13/2024 18:18:35,19105,19100,35,93,128,R
08/13/2024 18:18:35,08/13/2024 18:19:10,19100,19095,59,91,150,R
08/13/2024 18:19:10,08/13/2024 18:19:15,19095,19090,30,81,111,R
08/13/2024 18:19:15,08/13/2024 18:19:30,19090,19100,63,21,84,G
08/13/2024 18:19:30,08/13/2024 19:04:20,19100,19105,928,829,1757,G
08/13/2024 19:04:20,08/13/2024 19:05:45,19105,19110,68,50,118,G
08/13/2024 19:05:45,08/13/2024 19:19:50,19110,19115,210,199,409,G
08/13/2024 19:19:50,08/13/2024 19:34:30,19115,19120,296,218,514,G
08/13/2024 19:34:30,08/13/2024 20:11:15,19120,19110,852,993,1845,R
08/13/2024 20:11:15,08/13/2024 20:15:30,19110,19105,137,161,298,R
08/13/2024 20:15:30,08/13/2024 20:16:35,19105,19100,43,94,137,R
08/13/2024 20:16:35,08/13/2024 20:18:05,19100,19110,93,86,179,G
08/13/2024 20:18:05,08/13/2024 20:23:45,19110,19100,225,319,544,R
08/13/2024 20:23:45,08/13/2024 20:25:00,19100,19095,65,100,165,R
08/13/2024 20:25:00,08/13/2024 20:36:25,19095,19105,370,308,678,G
08/13/2024 20:36:25,08/13/2024 20:58:25,19105,19110,539,486,1025,G
08/13/2024 20:58:25,08/13/2024 21:15:45,19110,19115,482,458,940,G
08/13/2024 21:15:45,08/13/2024 21:22:20,19115,19120,246,187,433,G
08/13/2024 21:22:20,08/13/2024 21:32:20,19120,19125,394,294,688,G
08/13/2024 21:32:20,08/13/2024 21:32:30,19125,19130,183,56,239,G
08/13/2024 21:32:30,08/13/2024 21:32:30,19130,19135,0,0,0,G
08/13/2024 21:32:30,08/13/2024 21:34:05,19135,19140,264,189,453,G
08/13/2024 21:34:05,08/13/2024 21:36:00,19140,19145,216,140,356,G
08/13/2024 21:36:00,08/13/2024 21:43:55,19145,19150,526,355,881,G
08/13/2024 21:43:55,08/13/2024 22:01:25,19150,19140,862,900,1762,R
08/13/2024 22:01:25,08/13/2024 22:05:30,19140,19135,228,334,562,R
08/13/2024 22:05:30,08/13/2024 22:06:05,19135,19130,68,108,176,R
08/13/2024 22:06:05,08/13/2024 22:06:05,19130,19125,0,0,0,R
08/13/2024 22:06:05,08/13/2024 22:11:10,19125,19120,371,470,841,R
08/13/2024 22:11:10,08/13/2024 22:11:10,19120,19115,0,0,0,R
08/13/2024 22:11:10,08/13/2024 22:11:10,19115,19110,0,0,0,R
08/13/2024 22:11:10,08/13/2024 22:12:25,19110,19105,158,179,337,R
08/13/2024 22:12:25,08/13/2024 22:13:05,19105,19100,91,120,211,R
08/13/2024 22:13:05,08/13/2024 22:14:00,19100,19095,83,105,188,R
08/13/2024 22:14:00,08/13/2024 22:16:20,19095,19090,234,314,548,R
08/13/2024 22:16:20,08/13/2024 22:17:25,19090,19100,215,207,422,G
08/13/2024 22:17:25,08/13/2024 22:26:30,19100,19090,399,435,834,R
08/13/2024 22:26:30,08/13/2024 22:32:25,19090,19100,355,227,582,G
08/13/2024 22:32:25,08/13/2024 22:33:45,19100,19090,33,85,118,R
08/13/2024 22:33:45,08/13/2024 22:37:00,19090,19085,132,226,358,R
08/13/2024 22:37:00,08/13/2024 22:39:50,19085,19095,191,120,311,G
08/13/2024 22:39:50,08/13/2024 22:45:20,19095,19100,234,177,411,G
08/13/2024 22:45:20,08/13/2024 22:58:40,19100,19105,388,318,706,G
08/13/2024 22:58:40,08/13/2024 23:04:05,19105,19095,125,222,347,R
08/13/2024 23:04:05,08/13/2024 23:11:10,19095,19105,164,111,275,G
08/13/2024 23:11:10,08/13/2024 23:16:00,19105,19110,198,156,354,G
08/13/2024 23:16:00,08/13/2024 23:37:55,19110,19100,450,407,857,R
08/13/2024 23:37:55,08/13/2024 23:45:45,19100,19110,232,216,448,G
08/13/2024 23:45:45,08/13/2024 23:47:15,19110,19115,140,85,225,G
08/13/2024 23:47:15,08/14/2024 00:02:50,19115,19105,360,417,777,R
08/14/2024 00:02:50,08/14/2024 00:30:25,19105,19115,447,433,880,G
08/14/2024 00:30:25,08/14/2024 00:55:15,19115,19105,271,302,573,R
08/14/2024 00:55:15,08/14/2024 01:00:25,19105,19100,172,164,336,R
08/14/2024 01:00:25,08/14/2024 01:11:55,19100,19110,227,173,400,G
08/14/2024 01:11:55,08/14/2024 01:22:20,19110,19115,186,211,397,G
08/14/2024 01:22:20,08/14/2024 01:27:15,19115,19105,60,84,144,R
08/14/2024 01:27:15,08/14/2024 01:31:15,19105,19100,113,108,221,R
08/14/2024 01:31:15,08/14/2024 01:34:45,19100,19110,189,59,248,G
08/14/2024 01:34:45,08/14/2024 01:35:50,19110,19115,64,28,92,G
08/14/2024 01:35:50,08/14/2024 01:46:55,19115,19120,299,324,623,G
08/14/2024 01:46:55,08/14/2024 01:49:45,19120,19110,139,213,352,R
08/14/2024 01:49:45,08/14/2024 01:50:15,19110,19105,96,93,189,R
08/14/2024 01:50:15,08/14/2024 01:58:30,19105,19115,222,162,384,G
08/14/2024 01:58:30,08/14/2024 02:24:20,19115,19120,932,914,1846,G
08/14/2024 02:24:20,08/14/2024 02:27:05,19120,19125,186,118,304,G
08/14/2024 02:27:05,08/14/2024 02:38:10,19125,19130,487,364,851,G
08/14/2024 02:38:10,08/14/2024 02:46:55,19130,19120,279,311,590,R
08/14/2024 02:46:55,08/14/2024 02:48:05,19120,19115,28,52,80,R
08/14/2024 02:48:05,08/14/2024 02:51:45,19115,19110,172,209,381,R
08/14/2024 02:51:45,08/14/2024 03:00:10,19110,19105,408,406,814,R
08/14/2024 03:00:10,08/14/2024 03:01:40,19105,19100,129,191,320,R
08/14/2024 03:01:40,08/14/2024 03:05:20,19100,19110,252,183,435,G
08/14/2024 03:05:20,08/14/2024 03:08:45,19110,19100,96,147,243,R
08/14/2024 03:08:45,08/14/2024 03:09:25,19100,19095,61,88,149,R
08/14/2024 03:09:25,08/14/2024 03:11:10,19095,19090,168,221,389,R
08/14/2024 03:11:10,08/14/2024 03:18:05,19090,19100,488,403,891,G
08/14/2024 03:18:05,08/14/2024 03:19:30,19100,19105,80,45,125,G
08/14/2024 03:19:30,08/14/2024 03:20:20,19105,19110,79,39,118,G
08/14/2024 03:20:20,08/14/2024 03:28:25,19110,19100,353,402,755,R
08/14/2024 03:28:25,08/14/2024 03:29:55,19100,19095,53,69,122,R
08/14/2024 03:29:55,08/14/2024 03:33:30,19095,19090,239,269,508,R
08/14/2024 03:33:30,08/14/2024 03:37:40,19090,19100,208,174,382,G
08/14/2024 03:37:40,08/14/2024 03:43:35,19100,19105,214,169,383,G
08/14/2024 03:43:35,08/14/2024 03:45:15,19105,19095,42,66,108,R
08/14/2024 03:45:15,08/14/2024 03:47:40,19095,19105,124,69,193,G
08/14/2024 03:47:40,08/14/2024 03:54:30,19105,19095,201,259,460,R
08/14/2024 03:54:30,08/14/2024 04:03:05,19095,19105,587,483,1070,G
08/14/2024 04:03:05,08/14/2024 04:03:10,19105,19110,22,5,27,G
08/14/2024 04:03:10,08/14/2024 04:04:20,19110,19100,100,132,232,R
08/14/2024 04:04:20,08/14/2024 04:04:25,19100,19095,8,37,45,R
08/14/2024 04:04:25,08/14/2024 04:08:25,19095,19090,334,335,669,R
08/14/2024 04:08:25,08/14/2024 04:08:50,19090,19085,26,97,123,R
08/14/2024 04:08:50,08/14/2024 04:09:10,19085,19080,59,162,221,R
08/14/2024 04:09:10,08/14/2024 04:10:30,19080,19075,159,252,411,R
08/14/2024 04:10:30,08/14/2024 04:11:15,19075,19070,91,173,264,R
08/14/2024 04:11:15,08/14/2024 04:12:30,19070,19080,225,139,364,G
08/14/2024 04:12:30,08/14/2024 04:13:40,19080,19085,189,113,302,G
08/14/2024 04:13:40,08/14/2024 04:15:15,19085,19075,153,182,335,R
08/14/2024 04:15:15,08/14/2024 04:15:20,19075,19070,7,54,61,R
08/14/2024 04:15:20,08/14/2024 04:15:50,19070,19065,86,155,241,R
08/14/2024 04:15:50,08/14/2024 04:19:00,19065,19075,342,320,662,G
08/14/2024 04:19:00,08/14/2024 04:21:25,19075,19080,177,174,351,G
08/14/2024 04:21:25,08/14/2024 04:23:35,19080,19085,171,119,290,G
08/14/2024 04:23:35,08/14/2024 04:32:35,19085,19090,435,357,792,G
08/14/2024 04:32:35,08/14/2024 04:39:20,19090,19080,320,388,708,R
08/14/2024 04:39:20,08/14/2024 04:47:00,19080,19090,368,352,720,G
08/14/2024 04:47:00,08/14/2024 05:05:25,19090,19080,541,591,1132,R
08/14/2024 05:05:25,08/14/2024 05:23:20,19080,19090,689,583,1272,G
08/14/2024 05:23:20,08/14/2024 05:38:20,19090,19095,459,398,857,G
08/14/2024 05:38:20,08/14/2024 05:53:35,19095,19100,533,425,958,G
08/14/2024 05:53:35,08/14/2024 06:03:40,19100,19105,473,425,898,G
08/14/2024 06:03:40,08/14/2024 06:04:35,19105,19110,124,60,184,G
08/14/2024 06:04:35,08/14/2024 06:17:20,19110,19100,522,568,1090,R
08/14/2024 06:17:20,08/14/2024 06:25:30,19100,19110,377,284,661,G
08/14/2024 06:25:30,08/14/2024 06:26:50,19110,19115,94,40,134,G
08/14/2024 06:26:50,08/14/2024 06:32:20,19115,19105,213,257,470,R
08/14/2024 06:32:20,08/14/2024 06:40:10,19105,19115,327,201,528,G
08/14/2024 06:40:10,08/14/2024 06:46:15,19115,19120,237,174,411,G
08/14/2024 06:46:15,08/14/2024 06:56:35,19120,19110,291,374,665,R
08/14/2024 06:56:35,08/14/2024 06:57:00,19110,19105,16,58,74,R
08/14/2024 06:57:00,08/14/2024 06:58:50,19105,19100,85,99,184,R
08/14/2024 06:58:50,08/14/2024 07:00:10,19100,19110,145,112,257,G
08/14/2024 07:00:10,08/14/2024 07:01:20,19110,19115,111,101,212,G
08/14/2024 07:01:20,08/14/2024 07:07:40,19115,19105,353,398,751,R
08/14/2024 07:07:40,08/14/2024 07:10:35,19105,19100,126,154,280,R
08/14/2024 07:10:35,08/14/2024 07:14:10,19100,19095,118,154,272,R
08/14/2024 07:14:10,08/14/2024 07:28:35,19095,19105,551,435,986,G
08/14/2024 07:28:35,08/14/2024 07:38:10,19105,19110,455,353,808,G
08/14/2024 07:38:10,08/14/2024 07:59:15,19110,19115,862,730,1592,G
08/14/2024 07:59:15,08/14/2024 08:01:35,19115,19105,163,255,418,R
08/14/2024 08:01:35,08/14/2024 08:11:50,19105,19100,679,745,1424,R
08/14/2024 08:11:50,08/14/2024 08:20:10,19100,19095,768,711,1479,R
08/14/2024 08:20:10,08/14/2024 08:23:05,19095,19090,293,384,677,R
08/14/2024 08:23:05,08/14/2024 08:24:30,19090,19100,235,128,363,G
08/14/2024 08:24:30,08/14/2024 08:27:20,19100,19105,332,245,577,G
08/14/2024 08:27:20,08/14/2024 08:28:45,19105,19110,175,148,323,G
08/14/2024 08:28:45,08/14/2024 08:29:30,19110,19115,230,204,434,G
08/14/2024 08:29:30,08/14/2024 08:29:55,19115,19120,129,95,224,G
08/14/2024 08:29:55,08/14/2024 08:30:00,19120,19110,62,68,130,R
08/14/2024 08:30:00,08/14/2024 08:30:05,19110,19105,238,318,556,R
08/14/2024 08:30:05,08/14/2024 08:30:05,19105,19100,0,0,0,R
08/14/2024 08:30:05,08/14/2024 08:30:05,19100,19095,0,0,0,R
08/14/2024 08:30:05,08/14/2024 08:30:05,19095,19090,0,0,0,R
08/14/2024 08:30:05,08/14/2024 08:30:05,19090,19085,0,0,0,R
08/14/2024 08:30:05,08/14/2024 08:30:05,19085,19080,0,0,0,R
